1=p	2=qi.1	3=qi.2	4=qi.3	5=qi.4	6=qi.5	7=qi.6	8=qi.7	9=qi.8	10=theta	11=c	12=s	13=q
0.28023	0.292259	0.260736	0.297926	0.294869	0.286205	0.305518	0.278525	0.27606	1.01761	1189.66	0.092816	0.283763
0.283687	0.298548	0.272917	0.297322	0.302132	0.280312	0.303005	0.285264	0.281468	1.02625	985.235	0.237276	0.288983
0.287183	0.29787	0.254059	0.29589	0.280726	0.263285	0.291886	0.273431	0.277142	1.0252	610.038	0.169756	0.292305
0.285118	0.283258	0.274964	0.289385	0.29612	0.290531	0.295409	0.273691	0.287267	1.07271	1536.83	0.0532025	0.299637
0.278012	0.297222	0.26553	0.297681	0.289901	0.27423	0.306349	0.281751	0.285789	0.984084	1261.2	0.273157	0.274803
0.284413	0.292173	0.260481	0.300073	0.293363	0.278723	0.293225	0.278769	0.294265	1.0334	1298.83	0.397038	0.291147
0.288815	0.293723	0.272036	0.284391	0.297724	0.272502	0.301769	0.290692	0.290449	1.00981	986.011	0.252942	0.290825
0.287983	0.29151	0.269088	0.291812	0.301142	0.27156	0.306574	0.288985	0.28083	0.978649	2154.14	0.029325	0.283578
0.275448	0.292282	0.257413	0.29968	0.282767	0.291239	0.289185	0.273812	0.280034	1.00781	1043.51	0.045924	0.277003
0.278154	0.289566	0.272084	0.287211	0.294032	0.266156	0.295181	0.276091	0.277939	1.00799	2840.95	0.238503	0.279755
0.280843	0.292729	0.274071	0.303775	0.285279	0.305895	0.290189	0.281088	0.284645	1.02268	2391.36	0.21951	0.285395
0.281222	0.296489	0.251309	0.291788	0.312611	0.269517	0.300203	0.272825	0.300978	1.05105	838.79	0.0701035	0.291395
0.281344	0.299979	0.282009	0.313787	0.280564	0.295765	0.291475	0.278375	0.281904	1.06271	1257.23	0.209986	0.293803
0.283932	0.278312	0.265669	0.315719	0.296644	0.268724	0.299128	0.269176	0.285924	0.996953	544.06	0.0201555	0.283312
0.283097	0.308529	0.258528	0.29243	0.290625	0.285875	0.307359	0.283129	0.279125	1.03112	708.911	0.104958	0.289359
0.277742	0.278756	0.259887	0.284686	0.297007	0.27364	0.283047	0.278901	0.296346	1.01187	1814.09	0.0542053	0.280116
0.286075	0.284153	0.265377	0.322138	0.29537	0.281797	0.312458	0.283518	0.285672	0.998123	525.342	0.0617065	0.285691
0.282546	0.304132	0.261088	0.298628	0.307656	0.275781	0.288814	0.284245	0.279336	1.02777	647.187	0.48989	0.288132
0.281871	0.293399	0.257647	0.308433	0.286143	0.285418	0.29808	0.274111	0.29657	1.02445	851.359	0.0908266	0.286787
0.27581	0.293066	0.269982	0.297616	0.29477	0.271533	0.282845	0.268513	0.27562	1.05572	1429.89	0.35203	0.28677
0.274695	0.301445	0.266538	0.291099	0.28328	0.284286	0.28446	0.278582	0.27911	1.02147	1674.89	0.353606	0.278948
0.273651	0.302758	0.260208	0.312216	0.287308	0.274565	0.29502	0.281298	0.28093	1.07443	1175.6	0.034428	0.28815
0.281307	0.28776	0.256832	0.284748	0.299086	0.291061	0.290403	0.273759	0.280519	0.996433	1458.82	0.164897	0.280585
0.279123	0.286524	0.259448	0.311614	0.290339	0.282317	0.305236	0.28033	0.295561	1.0097	1061.96	0.0200439	0.281069
0.285551	0.285157	0.262246	0.313347	0.288049	0.277339	0.304414	0.278599	0.289157	1.01799	1240.68	0.0222999	0.289203
0.284907	0.297177	0.265054	0.302052	0.285185	0.283607	0.299086	0.276626	0.288004	0.995623	991.284	0.00877074	0.284014
0.2815	0.297828	0.27022	0.293225	0.288739	0.291022	0.285223	0.278594	0.285087	1.02563	2932.16	0.0792083	0.286646
0.282268	0.285075	0.266534	0.296245	0.294737	0.278823	0.289191	0.269989	0.293196	1.00057	1326.82	0.0379576	0.282383
0.283609	0.285894	0.263799	0.300758	0.297446	0.277635	0.293448	0.271494	0.287887	1.00263	1296.82	0.0584045	0.284143
0.283488	0.286413	0.26409	0.299949	0.297981	0.272782	0.290527	0.27253	0.285952	0.989454	1664.52	0.0466933	0.28134
0.283621	0.302559	0.271951	0.298102	0.284652	0.279235	0.299868	0.283284	0.287109	1.00154	1702.62	0.0329259	0.283935
0.284228	0.298209	0.260738	0.295626	0.293508	0.271085	0.308094	0.272866	0.28949	1.01525	710.026	0.0384945	0.287318
0.287007	0.2937	0.280634	0.288773	0.289724	0.281559	0.298149	0.288438	0.290273	1.01772	7039.57	0.0723208	0.290615
0.285371	0.288324	0.276973	0.296443	0.288424	0.287344	0.287104	0.284167	0.288378	1.01613	2768.98	0.0216395	0.288645
0.284447	0.29437	0.269349	0.298	0.298986	0.289679	0.297818	0.2815	0.28306	1.03542	2112.85	0.039847	0.291585
0.279542	0.297631	0.266898	0.305895	0.290158	0.278666	0.301779	0.279765	0.288741	1.02022	2258.71	0.04317	0.283592
0.27939	0.288468	0.279153	0.291807	0.284564	0.280987	0.287625	0.274037	0.26585	1.00878	1379.53	0.0961154	0.281154
0.280163	0.287739	0.251128	0.283902	0.297945	0.280702	0.302216	0.27031	0.269813	0.994854	1627.55	0.391919	0.279124
0.282135	0.306739	0.280083	0.304006	0.291232	0.269777	0.294938	0.270771	0.294661	1.02424	698.806	0.0348157	0.287011
0.280427	0.280384	0.252316	0.296931	0.296252	0.284239	0.300328	0.278168	0.272653	1.02604	390.791	0.35302	0.285644
0.282227	0.29074	0.260732	0.290955	0.29492	0.279616	0.293688	0.279979	0.275567	1.00069	1063.36	0.330798	0.282367
0.283885	0.291318	0.26081	0.29879	0.297645	0.278743	0.295222	0.288921	0.269273	1.01681	935.658	0.0507964	0.287287
0.275249	0.300792	0.27315	0.315303	0.288024	0.270513	0.308123	0.277285	0.278085	1.04322	549.675	0.436965	0.283769
0.282461	0.292021	0.247481	0.302373	0.314908	0.276108	0.30494	0.255053	0.285755	1.07289	136.902	0.181939	0.296937
0.286958	0.292283	0.272007	0.292622	0.271501	0.278682	0.282279	0.291845	0.281347	1.01842	2232.86	0.0202925	0.290708
0.281493	0.284556	0.274658	0.312253	0.2957	0.277502	0.296964	0.293524	0.275374	0.99544	1455.24	0.00962835	0.280569
0.280498	0.309492	0.253385	0.290339	0.293038	0.278852	0.297912	0.255214	0.291484	0.98258	963.166	0.385538	0.276965
0.283551	0.294153	0.260102	0.287169	0.298882	0.272325	0.301643	0.256921	0.293164	0.986121	576.391	0.174762	0.28072
0.282597	0.295373	0.264601	0.276228	0.28746	0.265777	0.303879	0.252444	0.289541	1.00786	559.524	0.194548	0.284186
0.283534	0.302416	0.261299	0.281662	0.296111	0.280496	0.297662	0.257316	0.282417	0.962403	2064.69	0.0751709	0.275814
0.27467	0.29646	0.265042	0.308944	0.303481	0.272927	0.298935	0.290688	0.293611	1.07918	1693.05	0.0528939	0.290109
0.273884	0.294691	0.268259	0.301224	0.29942	0.279689	0.302889	0.288265	0.294549	1.07289	1043.15	0.24403	0.288096
0.273232	0.296563	0.265875	0.299593	0.297589	0.281242	0.306394	0.288534	0.295627	1.08668	819.819	0.360087	0.290046
0.27998	0.303684	0.270872	0.30097	0.291917	0.283995	0.303698	0.270104	0.289806	1.07135	1440.4	0.298196	0.294081
0.285365	0.290026	0.255244	0.299691	0.299199	0.275326	0.295584	0.282038	0.287832	0.983616	875.292	0.0332038	0.282008
0.281444	0.293731	0.274388	0.297713	0.28309	0.272284	0.30185	0.273765	0.270899	1.02176	1825.19	0.0380719	0.285818
0.26862	0.292182	0.270807	0.290242	0.28422	0.273826	0.289201	0.267656	0.28496	1.00022	426.378	0.294136	0.268663
0.289437	0.298353	0.252208	0.295114	0.300582	0.288361	0.296195	0.281666	0.279109	1.02972	1837.48	0.0663911	0.295497
0.282864	0.30734	0.274384	0.291473	0.296216	0.298534	0.293839	0.278703	0.279724	0.979878	705.241	0.0171761	0.278759
0.283309	0.309796	0.272453	0.292697	0.294532	0.294204	0.297135	0.279006	0.277696	0.970139	573.336	0.00996019	0.277195
0.284543	0.30463	0.249894	0.281442	0.311765	0.299032	0.287377	0.266014	0.279645	1.04467	1303.18	0.0542462	0.293524
0.293185	0.287832	0.262684	0.311762	0.278424	0.266645	0.31855	0.281645	0.286358	1.0008	1190.37	0.0623936	0.293352
0.278745	0.312004	0.272015	0.281113	0.298621	0.281759	0.302404	0.281104	0.295231	0.967899	337.608	0.0736634	0.272233
0.284564	0.29402	0.261182	0.305316	0.303203	0.271065	0.292858	0.259843	0.274245	1.03532	1312.38	0.293969	0.291683
0.282306	0.298736	0.262564	0.307744	0.289053	0.280277	0.296774	0.289288	0.284358	0.989116	2040.29	0.0512366	0.280094
0.277534	0.291348	0.255762	0.298678	0.307272	0.277431	0.306341	0.257137	0.284161	1.02372	874.683	0.02932	0.28226
0.281757	0.281513	0.264077	0.29864	0.287551	0.276148	0.279988	0.270453	0.279462	0.990972	961.408	0.0377129	0.279925
0.282358	0.304732	0.273289	0.285613	0.291688	0.285721	0.304382	0.283293	0.293456	1.02786	4726.91	0.0789981	0.28796
0.283238	0.301056	0.27259	0.287434	0.292019	0.286525	0.299604	0.283803	0.291657	1.04435	3593.47	0.0656319	0.292129
0.279072	0.292581	0.271005	0.286714	0.292903	0.29049	0.301648	0.272504	0.278446	1.02142	1592.43	0.0956467	0.283355
0.275486	0.286145	0.26989	0.3073	0.290457	0.274181	0.28936	0.280304	0.283448	1.053	2057.65	0.0842808	0.285913
0.277223	0.292411	0.260264	0.285071	0.290891	0.276427	0.29312	0.274166	0.281254	1.01668	1446.03	0.0281267	0.28055
0.27644	0.282614	0.276416	0.283917	0.304871	0.270798	0.287837	0.266255	0.275658	1.01935	2212.2	0.0212607	0.28029
0.278964	0.288004	0.262905	0.291009	0.285741	0.286408	0.278948	0.271701	0.279885	0.999851	2008.25	0.0377817	0.278934
0.276025	0.29455	0.257432	0.288839	0.288004	0.277978	0.282671	0.276848	0.275893	1.01055	1871.65	0.193939	0.278127
0.277432	0.288224	0.271016	0.289103	0.280484	0.285722	0.282402	0.271618	0.280006	1.02745	4732.32	0.144812	0.282892
0.2768	0.289966	0.273097	0.297288	0.287504	0.266753	0.288708	0.279281	0.279586	1.01327	2074.61	0.0100158	0.279448
0.284467	0.301983	0.258687	0.300365	0.306456	0.29636	0.312966	0.265642	0.286756	0.984097	904.39	0.419239	0.281215
0.283889	0.292189	0.261503	0.297455	0.306791	0.283048	0.300019	0.261929	0.285058	0.991537	953.615	0.512523	0.282164
0.279782	0.297452	0.265243	0.306215	0.273478	0.277053	0.296925	0.285363	0.282954	0.989097	1891.22	0.019951	0.277578
0.281657	0.292973	0.254512	0.296715	0.295514	0.280291	0.294845	0.26601	0.276163	1.03799	536.362	0.0546744	0.289263
0.28021	0.292683	0.263203	0.295042	0.293465	0.276349	0.300857	0.2619	0.278787	1.01746	476.662	0.0170218	0.283714
0.284938	0.296001	0.266329	0.302212	0.292969	0.280365	0.292328	0.286658	0.288475	1.0165	817.773	0.0958418	0.288284
0.285179	0.296094	0.264609	0.308246	0.297511	0.269846	0.287806	0.285861	0.288406	1.01023	726.837	0.0943404	0.287257
0.2786	0.296419	0.272971	0.284507	0.301866	0.294001	0.297057	0.279516	0.278144	1.02987	2203.15	0.0666127	0.284553
0.277375	0.291745	0.267718	0.289229	0.304845	0.289833	0.288905	0.284938	0.275916	1.03161	1580.21	0.324694	0.283655
0.279329	0.290069	0.266131	0.292958	0.30101	0.289665	0.288857	0.285263	0.273962	1.03215	1841.87	0.284153	0.285744
0.278082	0.3015	0.273247	0.298369	0.302669	0.2802	0.294403	0.279558	0.269931	1.05123	1313.06	0.0801911	0.288223
0.284069	0.30077	0.276179	0.30672	0.305228	0.281838	0.299984	0.291734	0.287518	1.08038	1736.41	0.0926404	0.300052
0.280509	0.286466	0.278755	0.289849	0.285325	0.278172	0.285349	0.269546	0.288538	0.983118	3708.27	0.0837299	0.277085
0.283936	0.289065	0.272561	0.301948	0.29165	0.282737	0.296163	0.280868	0.277184	0.980985	1425.52	0.011402	0.280049
0.275466	0.30667	0.256013	0.29364	0.301808	0.278023	0.300061	0.270204	0.293301	1.02911	693.647	0.362453	0.28123
0.281587	0.282392	0.251944	0.301395	0.280601	0.278534	0.292451	0.285712	0.27191	1.02669	948.455	0.143328	0.286947
0.283056	0.29307	0.272155	0.281353	0.290804	0.276631	0.296593	0.269817	0.291685	1.0248	1421.69	0.0992883	0.288053
0.282764	0.286205	0.261864	0.295022	0.301473	0.267209	0.300482	0.262592	0.29283	0.965113	1057.56	0.19648	0.275618
0.283554	0.284967	0.264944	0.294728	0.298202	0.262627	0.301662	0.265042	0.290653	0.980132	799.033	0.293458	0.279495
0.282259	0.291024	0.275091	0.290803	0.28777	0.292333	0.309431	0.287712	0.282766	1.02316	2302.82	0.04603	0.28692
0.277293	0.291596	0.265307	0.281681	0.283046	0.277533	0.304051	0.27084	0.275631	1.03556	1069.41	0.210797	0.28435
0.280164	0.293644	0.270409	0.291164	0.288673	0.288752	0.304159	0.275805	0.29047	1.04666	1259.34	0.0537873	0.289453
0.278475	0.292233	0.267163	0.28804	0.284359	0.286806	0.308054	0.274612	0.292102	1.04968	1744.68	0.0544758	0.288322
0.281	0.29512	0.262446	0.302014	0.314065	0.275321	0.290649	0.2797	0.276743	1.02541	792.274	0.185374	0.286098
0.28091	0.306194	0.269204	0.304248	0.303235	0.276987	0.290659	0.284299	0.303428	1.02672	1090.48	0.029305	0.286267
0.285391	0.282195	0.253573	0.29567	0.281981	0.278498	0.303199	0.262479	0.266957	0.976573	1194.22	0.0237615	0.280581
0.277371	0.274082	0.260976	0.302259	0.283939	0.267785	0.296569	0.277617	0.26496	0.990192	878.771	2.86918	0.275399
0.283114	0.284057	0.26171	0.294386	0.299401	0.284689	0.300872	0.273581	0.280109	1.01891	3053.67	0.0181317	0.286932
0.277757	0.281216	0.274445	0.2984	0.297616	0.281445	0.290266	0.274686	0.275931	1.01523	1506.32	0.0884978	0.280798
0.290195	0.30946	0.268609	0.293421	0.286708	0.279072	0.297014	0.285979	0.292151	0.981705	2929.15	0.1959	0.286406
0.281429	0.284507	0.272349	0.299439	0.298073	0.28287	0.292959	0.266061	0.285519	1.01103	1102.2	0.0112795	0.283652
0.284549	0.296564	0.260972	0.284161	0.281601	0.276168	0.294072	0.279406	0.2769	0.95989	2149.18	0.233236	0.276289
0.27329	0.282206	0.276175	0.283474	0.29757	0.269533	0.280179	0.272978	0.285667	1.03328	2987.01	0.0223289	0.27984
0.292201	0.293002	0.250572	0.309702	0.291692	0.286363	0.29968	0.274831	0.282458	1.00103	567.05	0.0306714	0.292414
0.279596	0.295816	0.274424	0.287723	0.294742	0.272412	0.293525	0.277152	0.284418	1.02401	792.109	0.055262	0.284399
0.286789	0.292333	0.271961	0.290294	0.301083	0.280641	0.298176	0.276531	0.281965	1.01432	1925.23	0.120921	0.289706
0.281233	0.285273	0.266734	0.295649	0.290824	0.272416	0.293067	0.281151	0.288775	1.0249	1336.29	0.0318694	0.286232
0.28166	0.282127	0.262202	0.299767	0.296384	0.278549	0.298959	0.271721	0.293716	1.01938	1068.83	0.0258906	0.285561
0.277628	0.289771	0.259536	0.296698	0.282501	0.280217	0.269016	0.267404	0.268033	0.960341	1107.33	0.193609	0.269586
0.289901	0.295079	0.265973	0.300212	0.293115	0.289153	0.320732	0.277628	0.286164	1.00551	1195.85	0.00785115	0.291033
0.289901	0.295079	0.265973	0.300212	0.293115	0.289153	0.320732	0.277628	0.286164	1.00551	1195.85	0.00785115	0.291033
0.289901	0.295079	0.265973	0.300212	0.293115	0.289153	0.320732	0.277628	0.286164	1.00551	1195.85	0.00785115	0.291033
0.281437	0.285279	0.270597	0.296471	0.286969	0.287871	0.299781	0.275381	0.289698	1.00256	1576.48	0.0237597	0.281953
0.280917	0.280405	0.274164	0.280253	0.2924	0.279213	0.300848	0.277394	0.296538	1.02972	2514.67	0.0458361	0.286871
0.284137	0.302907	0.256205	0.311299	0.291205	0.277158	0.287715	0.271744	0.269133	1.00371	796.528	0.0964527	0.284891
0.282444	0.297116	0.252017	0.30222	0.300239	0.272648	0.315253	0.264899	0.270364	0.974782	117.78	0.0783571	0.277296
0.283692	0.298145	0.253716	0.299945	0.297541	0.271588	0.3151	0.265444	0.272961	0.97801	197.524	0.0580095	0.279196
0.278598	0.288483	0.277753	0.293081	0.285807	0.283267	0.279703	0.281887	0.289736	1.0198	7497.65	0.0567731	0.282555
0.283295	0.30696	0.250628	0.288113	0.300714	0.271837	0.308642	0.271286	0.283311	1.00486	690.519	0.159235	0.284281
0.285286	0.287456	0.277305	0.305673	0.261153	0.282742	0.289426	0.273567	0.274817	0.988425	948.345	0.0556802	0.282918
0.284315	0.29939	0.272773	0.306504	0.294858	0.285725	0.298197	0.280022	0.283495	1.02717	1143.49	0.168007	0.289801
0.277713	0.288796	0.253473	0.293371	0.295074	0.27708	0.297809	0.270467	0.286139	0.978694	609.968	0.0502087	0.273413
0.282487	0.290903	0.27718	0.301632	0.294701	0.279642	0.290941	0.274382	0.264542	0.992873	2570.25	0.0142231	0.281039
0.283245	0.294234	0.280548	0.298278	0.295575	0.283574	0.293663	0.277019	0.267407	1.0015	2386.54	0.0100022	0.28355
0.286517	0.293952	0.252697	0.296274	0.304879	0.295682	0.306905	0.277851	0.299782	0.999374	658.272	0.117008	0.286389
0.279488	0.29275	0.271088	0.29876	0.27911	0.260232	0.284445	0.26665	0.268776	1.01213	1260.77	0.0749126	0.281923
0.279955	0.299124	0.28769	0.315863	0.288551	0.281347	0.316396	0.287765	0.302085	1.09124	905.661	0.507144	0.29789
0.275856	0.279661	0.267734	0.301058	0.298426	0.285098	0.278404	0.271312	0.286981	1.04384	3606.14	0.28756	0.284509
0.27809	0.287484	0.279263	0.284761	0.291887	0.284742	0.296024	0.274758	0.285041	1.03741	1935.29	0.416672	0.285523
0.272118	0.289719	0.271906	0.293257	0.285166	0.290205	0.286572	0.276474	0.282137	1.06828	4808.46	0.138152	0.285395
0.277191	0.28696	0.282643	0.285177	0.290218	0.275166	0.29143	0.287648	0.284412	1.04367	4626.36	0.0642029	0.285835
0.286074	0.301799	0.258997	0.30333	0.315349	0.274312	0.297154	0.273534	0.285314	0.970616	1058.98	0.101404	0.280022
0.284027	0.289302	0.264322	0.300612	0.310146	0.283171	0.301049	0.271958	0.278075	0.974982	234.932	0.117137	0.278903
0.281931	0.294525	0.263476	0.281212	0.30524	0.280821	0.301012	0.26785	0.276236	0.986163	1236.18	0.0729757	0.279119
0.283543	0.293214	0.269218	0.315329	0.277139	0.275484	0.282364	0.28309	0.292069	0.96169	801.719	0.15066	0.275675
0.282359	0.291735	0.26035	0.27991	0.301541	0.278641	0.303411	0.266221	0.273126	0.992661	1429.72	0.0532383	0.280869
0.284454	0.290961	0.256454	0.29121	0.293292	0.271186	0.293901	0.265708	0.279808	0.980873	771.509	0.0240262	0.28054
0.285004	0.295286	0.257977	0.292197	0.279778	0.265526	0.296114	0.276626	0.288642	0.94737	1108.08	0.742105	0.274116
0.277173	0.27939	0.256896	0.314431	0.290475	0.285825	0.286628	0.256195	0.294125	1.04328	579.485	0.020516	0.28574
0.28181	0.302176	0.25	0.301278	0.306757	0.281879	0.285525	0.283827	0.290786	1.00311	279.28	0.369302	0.282438
0.282198	0.28992	0.2832	0.279987	0.285137	0.293862	0.299936	0.266042	0.282384	1.03674	2136.53	0.0811342	0.289565
0.275162	0.283238	0.267708	0.308286	0.297287	0.274977	0.283906	0.282679	0.291101	1.06197	2758.75	0.0850827	0.287314
0.281382	0.303161	0.289052	0.281877	0.292348	0.294971	0.300716	0.286687	0.282927	1.04535	5000.11	0.0543809	0.290435
0.277405	0.288909	0.287767	0.296889	0.295289	0.286575	0.293401	0.29234	0.285937	1.07399	7313.1	0.142446	0.291938
0.28182	0.304491	0.262395	0.302372	0.295641	0.285309	0.304693	0.277651	0.291583	1.04662	966.179	0.255721	0.291135
0.280747	0.285923	0.259997	0.301234	0.300495	0.270316	0.294302	0.275115	0.284772	1.0005	834.515	0.0689046	0.280849
0.27981	0.285713	0.263803	0.299009	0.295083	0.271219	0.294853	0.277124	0.283665	1.0011	603.353	0.0515003	0.280032
0.290911	0.291127	0.263052	0.316888	0.284897	0.28239	0.304218	0.268853	0.29574	0.968631	621.348	0.135919	0.284381
0.273929	0.293615	0.267586	0.282016	0.298489	0.267759	0.290106	0.280101	0.271478	1.02888	1672.76	0.0416359	0.279628
0.283001	0.291964	0.260669	0.302648	0.284405	0.269958	0.28622	0.280684	0.28627	1.0042	1620.02	0.281476	0.283853
0.278389	0.28581	0.267993	0.302703	0.287799	0.262823	0.287134	0.281205	0.283289	0.991604	1602.4	0.0594325	0.276699
0.278794	0.281629	0.255284	0.295288	0.289451	0.267311	0.288717	0.286417	0.291168	1.01878	1063.15	0.0139688	0.282551
0.28179	0.292694	0.262663	0.30229	0.287404	0.271572	0.299737	0.275901	0.286576	1.01357	2391.81	0.19257	0.284526
0.280897	0.288009	0.274226	0.288139	0.29482	0.282643	0.288032	0.282208	0.290107	1.04186	1752.9	0.0835522	0.289255
0.283462	0.292205	0.263228	0.294019	0.292819	0.280724	0.303483	0.279386	0.274257	1.00016	2627.17	0.519053	0.283494
0.284942	0.291425	0.263257	0.296397	0.28012	0.276895	0.288883	0.273061	0.275998	0.986637	2531.48	0.0720677	0.282209
0.282311	0.285334	0.260045	0.305421	0.314975	0.284022	0.286665	0.268165	0.277605	0.993753	714.718	0.0811095	0.281043
0.281901	0.290765	0.251577	0.30356	0.30377	0.274437	0.283015	0.267096	0.284314	1.00209	882.703	0.762395	0.282324
0.279274	0.301232	0.278126	0.287925	0.301749	0.290431	0.293581	0.282246	0.288217	1.05027	3693.8	0.338059	0.289253
0.279774	0.301055	0.27267	0.281605	0.294618	0.287778	0.292827	0.284565	0.287049	1.06299	2590.84	0.246229	0.292246
0.280876	0.291944	0.265084	0.320315	0.29707	0.280886	0.304505	0.274848	0.292194	1.08091	818.382	0.0977698	0.296856
0.279623	0.301039	0.264295	0.289827	0.298001	0.278438	0.300998	0.275104	0.279242	1.02447	1432.51	0.203527	0.284518
0.284788	0.300129	0.271804	0.293917	0.291853	0.289853	0.288332	0.277846	0.287964	1.0101	3195.97	0.0623233	0.28684
0.279933	0.296045	0.262997	0.295306	0.295591	0.273953	0.308472	0.279937	0.279213	1.03513	1313.82	0.0586876	0.286946
0.279185	0.293067	0.27125	0.305432	0.292494	0.282661	0.283512	0.272365	0.28111	1.02463	2362.31	0.131527	0.284107
0.280606	0.294707	0.263419	0.307691	0.293477	0.280109	0.286571	0.270298	0.2772	1.00989	2397.13	0.0269966	0.282597
0.282254	0.296383	0.260885	0.291328	0.294957	0.275402	0.311199	0.277588	0.288988	1.03034	508.694	0.0693788	0.288348
0.28341	0.291162	0.258515	0.295265	0.297433	0.279648	0.321729	0.276253	0.288504	1.02411	815.839	0.0950376	0.288274
0.27958	0.305815	0.259432	0.315876	0.285405	0.284751	0.284732	0.276971	0.278173	1.02891	389.733	0.159772	0.285357
0.281174	0.30533	0.25914	0.311783	0.284467	0.285437	0.289298	0.276284	0.280417	1.03336	336.288	0.19845	0.287854
0.281954	0.29725	0.287547	0.282649	0.290169	0.283926	0.303181	0.271412	0.27978	1.02836	1467.62	0.0322364	0.28765
0.282647	0.291247	0.275286	0.293967	0.296642	0.283338	0.308901	0.278358	0.289867	1.00768	2158.62	0.0468433	0.284202
0.277996	0.295856	0.252191	0.296103	0.28794	0.27436	0.280312	0.270897	0.274882	0.989084	855.403	0.0209012	0.275798
0.28822	0.294235	0.273541	0.304418	0.304589	0.279654	0.31465	0.271814	0.288897	1.00651	591.573	0.020474	0.289553
0.278034	0.303357	0.244029	0.289705	0.29448	0.26538	0.283973	0.275276	0.288855	1.03302	595.628	0.11026	0.284602
0.284992	0.296093	0.263733	0.299031	0.294488	0.273214	0.303109	0.260972	0.270902	0.955543	529.596	0.0383442	0.275816
0.281079	0.312532	0.258794	0.297755	0.294005	0.282452	0.29362	0.270551	0.270946	1.01795	699.203	0.162711	0.284688
0.278808	0.321698	0.27384	0.300944	0.300627	0.278968	0.289365	0.257583	0.284094	1.02067	768.195	0.0312667	0.282941
0.281176	0.283823	0.257356	0.309738	0.295293	0.26468	0.308037	0.28944	0.287105	1.05745	555.291	0.170844	0.292602
0.279045	0.292857	0.261056	0.308393	0.299286	0.280888	0.306586	0.284073	0.297891	1.02154	870.309	0.220188	0.283352
0.28087	0.297496	0.278382	0.304072	0.298044	0.280665	0.302533	0.280997	0.289952	1.02341	737.781	0.280924	0.285568
0.274931	0.298082	0.249204	0.300062	0.2945	0.265504	0.301002	0.284661	0.289369	0.995892	288.803	0.291216	0.274111
0.287284	0.287234	0.27631	0.273171	0.296285	0.290283	0.299048	0.278363	0.286574	1.01939	2161.81	0.0176695	0.291233
0.274097	0.300343	0.252509	0.307122	0.28559	0.290901	0.312146	0.260002	0.282346	1.02558	370.311	0.235195	0.279151
0.284161	0.301809	0.251961	0.300384	0.286558	0.284259	0.28735	0.266208	0.281297	1.00441	824.769	0.198045	0.285058
0.280287	0.283904	0.27572	0.291803	0.290066	0.271158	0.300806	0.281875	0.28258	1.00532	984.765	0.0102881	0.281359
0.289738	0.282892	0.265955	0.307798	0.298591	0.291843	0.294179	0.280979	0.287928	1.00112	1678.55	0.00992805	0.289968
0.276434	0.30109	0.271877	0.280603	0.285357	0.267407	0.296146	0.275458	0.283402	1.04097	1536.33	0.101261	0.284537
0.276951	0.29969	0.262314	0.286659	0.282157	0.281628	0.297161	0.266006	0.291466	1.02088	1600.27	0.0299087	0.281107
0.27653	0.299219	0.263025	0.282814	0.279047	0.280677	0.289186	0.26713	0.299288	1.03738	1463.84	0.183375	0.283932
0.284271	0.28758	0.276964	0.309969	0.304894	0.281187	0.300003	0.288418	0.271354	1.03316	1442.19	0.102932	0.290954
0.280699	0.288665	0.274973	0.306969	0.312319	0.295485	0.31282	0.267498	0.292668	1.01916	746.586	0.0177272	0.284548
0.285188	0.296893	0.259264	0.295248	0.282358	0.282675	0.297416	0.269327	0.276383	1.05516	641.312	0.761419	0.296259
0.276772	0.293442	0.273625	0.302776	0.307406	0.280989	0.296461	0.283606	0.284601	1.062	816.973	0.0237756	0.288972
0.275257	0.299366	0.266893	0.302138	0.307891	0.286732	0.29914	0.280441	0.281964	1.07575	519.393	0.159186	0.29006
0.276592	0.303102	0.249698	0.291343	0.320063	0.27996	0.309031	0.274896	0.306467	1.10241	675.372	0.217055	0.296519
0.285365	0.289034	0.274529	0.31144	0.270637	0.279004	0.295573	0.271673	0.261906	0.953634	1317.11	0.0603428	0.275783
0.283816	0.298921	0.269506	0.28643	0.304525	0.281446	0.294603	0.279365	0.278888	1.02724	1425.81	0.0496031	0.289311
0.280793	0.288402	0.269813	0.301591	0.279207	0.281639	0.29363	0.274999	0.28666	1.02876	1677.08	0.118588	0.286554
0.285679	0.293125	0.266682	0.297443	0.306944	0.288235	0.284733	0.279501	0.277375	0.974148	1243.02	0.410127	0.280364
0.286764	0.3025	0.254177	0.30767	0.293676	0.287408	0.292352	0.275495	0.295956	1.00171	555.72	0.107566	0.287113
0.279445	0.284014	0.273849	0.295228	0.302503	0.272822	0.305642	0.282697	0.28008	1.07141	1891.52	0.181177	0.293542
0.279124	0.293382	0.267468	0.294374	0.29217	0.28395	0.299333	0.288093	0.294255	0.992203	423.128	0.173402	0.277552
0.284597	0.302988	0.253909	0.305419	0.304492	0.280854	0.297699	0.278627	0.287126	1.03856	1301.55	0.0530856	0.292362
0.280377	0.306167	0.26112	0.303356	0.300463	0.284394	0.300145	0.268594	0.285274	1.02825	263.108	0.246455	0.286032
0.280585	0.299422	0.245021	0.299255	0.295107	0.276014	0.314537	0.268814	0.281891	1.00363	723.456	0.0883399	0.281317
